"[run number]","heavy-tail-dist","step-size","num","rw-type","[step]","ticks-till-border","max-diff-msd","mean-displacement"
"36","pareto","1","90","levy","23064","36","6.773229958633839","12.717838380916008"
"41","pareto","1","100","levy","11845","12","2.0690012510759646","11.050825766483912"
"40","pareto","1","95","levy","15565","178","5.823296396782592","13.623425055053689"
"42","pareto","1","100","levy","13335","572","14.815054829630537","13.016009669306696"
"43","pareto","1","100","levy","13917","316","13.376139612191825","13.383792319285819"
"45","pareto","1","105","levy","12763","146","8.555652037537657","13.693211321475232"
"47","pareto","1","105","levy","13944","572","13.835057906029","13.880586872169793"
"46","pareto","1","105","levy","13662","492","16.700273507668044","13.762458095401634"
"44","pareto","1","100","levy","15062","134","6.661480785556755","12.527118343109924"
"48","pareto","1","105","levy","13516","113","9.402035376628008","12.965447080520503"
"49","pareto","1","110","levy","13122","13","2.1599235049090515","11.69689073988697"
"51","pareto","1","110","levy","13099","182","9.474951475338717","13.936214600414079"
"50","pareto","1","110","levy","13429","645","11.598552886629278","13.202991061595942"
"52","pareto","1","110","levy","12171","402","13.8964536358577","14.579700147923274"
"53","pareto","1","115","levy","14663","497","16.958128663204832","13.916340172897769"
"54","pareto","1","115","levy","11996","275","14.421677416639552","14.90985063675827"
"55","pareto","1","115","levy","11326","432","16.147977615507376","14.98633526945086"
"56","pareto","1","115","levy","10578","147","8.454367903757309","14.616809266875311"
"57","pareto","1","120","levy","10695","534","18.24150284590224","14.823456166515971"
"58","pareto","1","120","levy","10349","49","6.022001400584422","15.508186477049733"
"59","pareto","1","120","levy","12422","384","15.438083514143425","15.101571227036526"
"60","pareto","1","120","levy","12262","680","13.974755648607001","14.199900221748349"
"61","pareto","1","125","levy","12600","14","1.2761113649602591","13.935887206116401"
"62","pareto","1","125","levy","10810","527","13.485806934983628","15.497420769993171"
"63","pareto","1","125","levy","11010","187","5.783732131615361","14.814424191869096"
"64","pareto","1","125","levy","12065","227","6.069160716538818","14.592775969858641"
"65","pareto","1","130","levy","11639","144","7.090348204345219","14.977424732846039"
"67","pareto","1","130","levy","9727","381","10.4432579448804","15.536924597474014"
"66","pareto","1","130","levy","10397","73","5.200262840498331","14.122890805076176"
"68","pareto","1","130","levy","10411","455","14.957035560123753","14.973078988392556"
"69","pareto","1","135","levy","9913","9","1.5599257408884886","16.29635981882797"
"70","pareto","1","135","levy","9887","49","3.3884043479098773","14.944644355979882"
"71","pareto","1","135","levy","9581","67","4.6577096727178375","14.586127884297163"
"74","pareto","1","140","levy","9712","561","15.067086935032723","15.940551956145919"
"72","pareto","1","135","levy","10018","321","11.722095646902527","15.555429846786627"
"73","pareto","1","140","levy","10113","61","4.559856596236124","17.04401180201774"
"75","pareto","1","140","levy","9800","18","2.5677975770712544","16.2587004674859"
"77","pareto","1","145","levy","8890","124","6.640730272419328","15.65234695473118"
"76","pareto","1","140","levy","9819","559","13.915136032635164","15.133379239025281"
"81","pareto","1","150","levy","8484","235","11.357207389393688","16.889484693553936"
"82","pareto","1","150","levy","8015","56","4.696214642152569","16.669668230209236"
"79","pareto","1","145","levy","11418","71","7.170302732302499","15.57885197667927"
"80","pareto","1","145","levy","10878","161","8.07773620620293","14.859540867736348"
"78","pareto","1","145","levy","11073","117","7.856958776469554","17.414354543580895"
"83","pareto","1","150","levy","10154","79","6.732164631362622","18.547924305599558"
"85","pareto","1","155","levy","9275","61","3.854066454285878","17.659051516133697"
"88","pareto","1","155","levy","9106","177","8.817601820401999","15.24556744499627"
"87","pareto","1","155","levy","9637","179","7.309470709169357","16.265910519154556"
"84","pareto","1","150","levy","11016","33","5.727240275929005","19.698517202313365"
"86","pareto","1","155","levy","9793","506","14.618981299830434","16.28995620168064"
"89","pareto","1","160","levy","9667","103","5.617956132698936","17.942996267125626"
"90","pareto","1","160","levy","8427","113","5.9446208022714995","16.88040239677805"
"91","pareto","1","160","levy","9323","83","5.530450543627129","17.003849281632625"
"92","pareto","1","160","levy","8875","74","7.068508033913153","20.299028878883355"
"94","pareto","1","165","levy","8800","86","5.695881681706458","17.26639855393495"
"93","pareto","1","165","levy","10097","127","7.3986547424970315","19.297995428151044"
"95","pareto","1","165","levy","8990","153","7.2235351403382015","17.307249805993386"
"96","pareto","1","165","levy","7705","7","0.8498169011547296","11.941955372878345"
"97","pareto","1","170","levy","9458","153","8.1867200092207","16.754991938854594"
"99","pareto","1","170","levy","8967","175","7.589523951287093","18.277627292394364"
"100","pareto","1","170","levy","8998","461","12.634008701687506","17.35470235304764"
"101","pareto","1","175","levy","9505","268","8.802775611890436","17.05364065262835"
"102","pareto","1","175","levy","8739","463","11.389207448040288","16.91080338138202"
"98","pareto","1","170","levy","11721","169","10.731922995066054","18.911719440929243"
"103","pareto","1","175","levy","9205","134","7.237684432374321","17.482829546541602"
"104","pareto","1","175","levy","8457","258","9.653590955988985","18.229350950943367"
"105","pareto","1","180","levy","7220","225","10.969851385282942","19.52770999112622"
"106","pareto","1","180","levy","8743","10","1.467582587119507","18.44903286320219"
"107","pareto","1","180","levy","8019","118","8.727211891272677","16.83151544936381"
"109","pareto","1","185","levy","7677","192","9.499347175001702","18.495099280689175"
"108","pareto","1","180","levy","9041","365","14.040363804728791","18.897539803482264"
"110","pareto","1","185","levy","8577","150","6.776456113956636","17.273221052651337"
"111","pareto","1","185","levy","8007","1","0","0"
"112","pareto","1","185","levy","7548","81","6.450828537432461","19.26017234333669"
"113","pareto","1","190","levy","7823","192","10.273196087814107","19.620319697213624"
